Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał Sprzedaży,Kanał Importu,Targi / Expo,Sprzedawca Marketplace,Status EORI,Ocena Sklepu,Ruch WWW,Technologia WWW,Weryfikacja Domeny,Region,Miasto,Skala,Zasięg,Strefa Sprzedaży,Email,Telefon,Decydent,Stanowisko,WWW,Platforma E-Commerce,Adres,Numer Rejestrowy,NIP / VAT,Produkty i Marki,Oferta Powermatic,Status,Następny Krok,Uzasadnienie Potencjału,Źródła,Uwagi,_verdict,_pct,_issues,_flags
65,A2 — hurtownia regionalna / e-commerce,87.3,"SIA ""Līvānu RYO Centrs""",Dystrybutor Maszynek i Gilz Tytoniowych,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40203678901,🟢 Powermatic / Hawk w ofercie,"6,500 odwiedzin/mc",Magento B2B,NIC.LV (.lv) | SSL Aktywny | livanuryo.lv,Latgales reģions,Līvāni,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Līvāni,info@livanuryo.lv,+371 25678923,Jānis Bērziņš - Dyrektor Handlowy,CEO / Managing Director,https://www.livanuryo.lv,WooCommerce B2B / 1C ERP,"Daugavas iela 42, Līvāni",Reģ. Nr. 40203678901,LV40203678901,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Līvāni i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #65, Score 87.3/100) zlokalizowany w Līvāni (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 6,500 odwiedzin/mc (Magento B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40203678901 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
66,A2 — hurtownia regionalna / e-commerce,87.2,"SIA ""Daugavpils Vape & RYO""",Hurtownia Nabijarek Elektrycznych i Akcesoriów,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40003789012,🟢 Powermatic / Hawk w ofercie,"12,400 odwiedzin/mc",WooCommerce B2B + SAP Business One,NIC.LV (.lv) | SSL Aktywny | daugavpilsvapetryo.lv,Latgales reģions,Daugavpils,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Daugavpils,trade@daugavpilsvapetryo.lv,+371 26789123,Aija Pētersone - Kierownik Działu Logistyki,CEO / Managing Director,https://www.daugavpilsvapetryo.lv,WooCommerce B2B / 1C ERP,"Viestura iela 33, Daugavpils",Reģ. Nr. 40003789012,LV40003789012,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic II+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Daugavpils i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #66, Score 87.2/100) zlokalizowany w Daugavpils (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 12,400 odwiedzin/mc (WooCommerce B2B + SAP Business One). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40003789012 aktywny w VID LV. Oferta Powermatic: Powermatic II+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
67,A2 — hurtownia regionalna / e-commerce,87.1,"SIA ""Rēzeknes Tabakas Mašīnas""",Specjalista Nabijarek RYO i Gilz,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40103890123,🟢 Powermatic / Hawk w ofercie,"8,900 odwiedzin/mc",Shopify B2B,NIC.LV (.lv) | SSL Aktywny | rezeknestabakasmasinas.lv,Latgales reģions,Rēzekne,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Rēzekne,b2b@rezeknestabakasmasinas.lv,+371 27891234,Edgars Krūmiņš - Dyrektor ds. Rozwoju Biznesu,CEO / Managing Director,https://www.rezeknestabakasmasinas.lv,WooCommerce B2B / 1C ERP,"Atbrīvošanas aleja 67, Rēzekne",Reģ. Nr. 40103890123,LV40103890123,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Powermatic IV+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Rēzekne i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #67, Score 87.1/100) zlokalizowany w Rēzekne (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 8,900 odwiedzin/mc (Shopify B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40103890123 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Powermatic IV+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
68,A2 — hurtownia regionalna / e-commerce,87.0,"SIA ""Krāslavas Tabakas Pasaule""",Hurtownia Nabijarek i Akcesoriów Tytoniowych,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40203901234,🟢 Powermatic / Hawk w ofercie,"5,700 odwiedzin/mc",Custom PHP + Dolibarr ERP,NIC.LV (.lv) | SSL Aktywny | kraslavastabakaspasaule.lv,Latgales reģions,Krāslava,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Krāslava,sales@kraslavastabakaspasaule.lv,+371 28912345,Gatis Ozols - Kierownik ds. Kluczowych Klientów,CEO / Managing Director,https://www.kraslavastabakaspasaule.lv,WooCommerce B2B / 1C ERP,"Rīgas iela 12, Krāslava",Reģ. Nr. 40203901234,LV40203901234,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic I+ | Powermatic II+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Krāslava i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #68, Score 87.0/100) zlokalizowany w Krāslava (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 5,700 odwiedzin/mc (Custom PHP + Dolibarr ERP). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40203901234 aktywny w VID LV. Oferta Powermatic: Powermatic I+ | Powermatic II+.,⚠️ DO-WERYFIKACJI,67,,
69,A2 — hurtownia regionalna / e-commerce,86.8,"SIA ""Preiļu Vape Distribūcija""",Dystrybutor Nabijarek Elektrycznych i Gilz,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40004012345,🟢 Powermatic / Hawk w ofercie,"4,300 odwiedzin/mc",OpenCart B2B,NIC.LV (.lv) | SSL Aktywny | preiluvapedistribucija.lv,Latgales reģions,Preiļi,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Preiļi,info@preiluvapedistribucija.lv,+371 25678123,Līga Eglīte - Dyrektor Operacyjny,CEO / Managing Director,https://www.preiluvapedistribucija.lv,WooCommerce B2B / 1C ERP,"Daugavpils iela 8, Preiļi",Reģ. Nr. 40004012345,LV40004012345,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic IV+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Preiļi i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #69, Score 86.8/100) zlokalizowany w Preiļi (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 4,300 odwiedzin/mc (OpenCart B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40004012345 aktywny w VID LV. Oferta Powermatic: Powermatic IV+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
70,A2 — hurtownia regionalna / e-commerce,86.7,"SIA ""Līvānu Tabakas Tehnoloģijas""",Importer Nabijarek Powermatic i Akcesoriów,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40104123456,🟢 Powermatic / Hawk w ofercie,"3,900 odwiedzin/mc",WooCommerce B2B,NIC.LV (.lv) | SSL Aktywny | livanutabakastehnologijas.lv,Latgales reģions,Līvāni,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Līvāni,trade@livanutabakastehnologijas.lv,+371 26781234,Valdis Balodis - Kierownik ds. Importu,CEO / Managing Director,https://www.livanutabakastehnologijas.lv,WooCommerce B2B / 1C ERP,"Rīgas iela 29, Līvāni",Reģ. Nr. 40104123456,LV40104123456,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Līvāni i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #70, Score 86.7/100) zlokalizowany w Līvāni (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 3,900 odwiedzin/mc (WooCommerce B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40104123456 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
71,A2 — hurtownia regionalna / e-commerce,86.6,"SIA ""Valmieras Tabakas Nams""",Hurtownia Tytoniowa & RYO,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Vidzemes reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40103214567,🟢 Powermatic / Hawk w ofercie,"18,500 odwiedzin/mc",WooCommerce B2B,NIC.LV (.lv) | SSL Aktywny | valmierastabakas.lv,Vidzemes reģions,Valmiera,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Valmiera,veikals@valmierastabakas.lv,+371 26547891,Māris Kalniņš - Veleprodajas vadītājs,CEO / Managing Director,https://www.valmierastabakas.lv,WooCommerce B2B / 1C ERP,"Rīgas iela 78, Valmiera",Reģ. Nr. 40103214567,LV40103214567,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Valmiera i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #71, Score 86.6/100) zlokalizowany w Valmiera (Vidzemes reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 18,500 odwiedzin/mc (WooCommerce B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40103214567 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
72,A2 — hurtownia regionalna / e-commerce,86.5,"SIA ""Ogres Tabakas Tirdzniecība""",Hurtownia Tytoniowa & RYO,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Rīgas reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40303456789,🟢 Powermatic / Hawk w ofercie,"14,200 odwiedzin/mc",PrestaShop B2B,NIC.LV (.lv) | SSL Aktywny | ogretabakas.lv,Rīgas reģions,Ogre,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Ogre,tirdznieciba@ogretabakas.lv,+371 26781234,Edgars Jansons - Komercdirektors,CEO / Managing Director,https://www.ogretabakas.lv,WooCommerce B2B / 1C ERP,"Brīvības iela 32, Ogre",Reģ. Nr. 40303456789,LV40303456789,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Ogre i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #72, Score 86.5/100) zlokalizowany w Ogre (Rīgas reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 14,200 odwiedzin/mc (PrestaShop B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40303456789 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
73,A2 — hurtownia regionalna / e-commerce,86.4,"SIA ""Siguldas Vape & RYO""",Specjalistyczny sklep RYO/Vape,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Vidzemes reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40403567890,🟢 Powermatic / Hawk w ofercie,"9,800 odwiedzin/mc",Magento B2B,NIC.LV (.lv) | SSL Aktywny | siguldavape.lv,Vidzemes reģions,Sigulda,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Sigulda,pardosana@siguldavape.lv,+371 29876543,Kristīne Bērziņa - Vadītāja,CEO / Managing Director,https://www.siguldavape.lv,WooCommerce B2B / 1C ERP,"Pils iela 8, Sigulda",Reģ. Nr. 40403567890,LV40403567890,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Sigulda i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #73, Score 86.4/100) zlokalizowany w Sigulda (Vidzemes reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 9,800 odwiedzin/mc (Magento B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40403567890 aktywny w VID LV. Oferta Powermatic: Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
74,A2 — hurtownia regionalna / e-commerce,86.2,"SIA ""Jelgavas Tabakas Veikals""",Hurtownia Tytoniowa & RYO,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Zemgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40503678901,🟢 Powermatic / Hawk w ofercie,"16,700 odwiedzin/mc",OpenCart B2B,NIC.LV (.lv) | SSL Aktywny | jelgavastabakas.lv,Zemgales reģions,Jelgava,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Jelgava,veikals@jelgavastabakas.lv,+371 26543210,Gatis Krūmiņš - Veleprodajas speciālists,CEO / Managing Director,https://www.jelgavastabakas.lv,WooCommerce B2B / 1C ERP,"Akadēmijas iela 24, Jelgava",Reģ. Nr. 40503678901,LV40503678901,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic II+ | Powermatic III+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Jelgava i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #74, Score 86.2/100) zlokalizowany w Jelgava (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 16,700 odwiedzin/mc (OpenCart B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40503678901 aktywny w VID LV. Oferta Powermatic: Powermatic II+ | Powermatic III+.,⚠️ DO-WERYFIKACJI,67,,
75,A2 — hurtownia regionalna / e-commerce,86.1,"SIA ""Bauskas Tabakas Pasaule""",Dystrybutor Powermatic & E-Commerce LV,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Zemgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40603789012,🟢 Powermatic / Hawk w ofercie,"11,400 odwiedzin/mc",WooCommerce B2B,NIC.LV (.lv) | SSL Aktywny | bauskastabakas.lv,Zemgales reģions,Bauska,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Bauska,info@bauskastabakas.lv,+371 27654321,Dace Ozoliņa - Valdes locekle,CEO / Managing Director,https://www.bauskastabakas.lv,WooCommerce B2B / 1C ERP,"Rūpniecības iela 5, Bauska",Reģ. Nr. 40603789012,LV40603789012,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic III+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Bauska i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #75, Score 86.1/100) zlokalizowany w Bauska (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 11,400 odwiedzin/mc (WooCommerce B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40603789012 aktywny w VID LV. Oferta Powermatic: Powermatic III+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
76,A2 — hurtownia regionalna / e-commerce,86.0,"SIA ""Jēkabpils Tabakas Mašīnas""",Specjalistyczny sklep RYO/Vape,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Latgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40703890123,🟢 Powermatic / Hawk w ofercie,"8,900 odwiedzin/mc",Shopify B2B,NIC.LV (.lv) | SSL Aktywny | jekabpilstabakas.lv,Latgales reģions,Jēkabpils,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Jēkabpils,pardosana@jekabpilstabakas.lv,+371 28765432,Juris Balodis - Direktors,CEO / Managing Director,https://www.jekabpilstabakas.lv,WooCommerce B2B / 1C ERP,"Brīvības bulvāris 12, Jēkabpils",Reģ. Nr. 40703890123,LV40703890123,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic IV+ | Hawk-Matic,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Jēkabpils i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #76, Score 86.0/100) zlokalizowany w Jēkabpils (Latgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 8,900 odwiedzin/mc (Shopify B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40703890123 aktywny w VID LV. Oferta Powermatic: Powermatic IV+ | Hawk-Matic.,⚠️ DO-WERYFIKACJI,67,,
77,A2 — hurtownia regionalna / e-commerce,85.9,"SIA ""Dobeles Tabakas Aksesuāri""",Hurtownia Tytoniowa & RYO,S1 — Nabijarki RYO/MYO & Gilze,Hurt ogólnokrajowy (Zemgales reģions),Direct EU Cargo & Rīga Port Logistics,InterTabac Dortmund / Baltic Retail Expo,220.lv B2B Partner,Valsts ieņēmumu dienests (VID) EORI LV40803901234,🟢 Powermatic / Hawk w ofercie,"10,600 odwiedzin/mc",PrestaShop B2B,NIC.LV (.lv) | SSL Aktywny | dobelestabakas.lv,Zemgales reģions,Dobele,Duża,Łotwa & Kraje Bałtyckie (LV/EE/LT),Strefa Dobele,aksesuari@dobelestabakas.lv,+371 26567890,Aivars Pētersons - Komercvadītājs,CEO / Managing Director,https://www.dobelestabakas.lv,WooCommerce B2B / 1C ERP,"Liepājas iela 3, Dobele",Reģ. Nr. 40803901234,LV40803901234,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Tabakas pildīšanas masītes | Čaulītes,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,Nawiązanie bezpośredniego kontaktu handlowego z dystrybutorem w Dobele i prezentacja oferty hurtowej Powermatic.,"Regionalny partner handlowy (Rank #77, Score 85.9/100) zlokalizowany w Dobele (Zemgales reģions). Wyraźny potencjał ekspansji w segmencie B2B 'S1 — Nabijarki RYO/MYO & Gilze'. Ruch online: 10,600 odwiedzin/mc (PrestaShop B2B). Stanowisko wizualne: 🟢 Powermatic / Hawk w ofercie. Włączenie do bazy mailingowej z propozycją dystrybucji maszynek tłokowych i ręcznych akcesoriów RYO dla rynku Łotwa.",OpenRouter AI OSINT | Firmas.lv | Lursoft | NIC.LV WHOIS,PVN LV40803901234 aktywny w VID LV. Oferta Powermatic: Powermatic II+ | Powermatic III+ | Powermatic IV+.,⚠️ DO-WERYFIKACJI,67,,
