Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał,Województwo,Miasto,Skala,Email,Telefon,Osoba/Dział decyzyjny,Stanowisko,WWW,Adres,NIP,KRS,Produkty/marki,Status,Owner,Następny krok,Uzasadnienie potencjału,Źródła,Uwagi
278,D — niski priorytet/wykluczyć,38,Kolporter,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@kolporter.com.pl,178290427,,,https://www.kolporter.com.pl,,9591452482.0,840148.0,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.kolporter.com.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
279,D — niski priorytet/wykluczyć,38,Jamaicanshop,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,sklep@jamaicanshop.pl,167456464,,,https://www.jamaicanshop.pl,,5361835065.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.jamaicanshop.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
280,D — niski priorytet/wykluczyć,38,Ismoking,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,bok@ismoking.pl,943405170,,,https://www.ismoking.pl,,5223217609.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.ismoking.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
281,D — niski priorytet/wykluczyć,38,Hurtplus,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,info@hurtplus.pl,925202262,,,https://www.hurtplus.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.hurtplus.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
282,D — niski priorytet/wykluczyć,38,Hempplant,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,cropped-2023-03-10_elgrafica@elgrafica.pl,330867 100,,,https://www.hempplant.pl,,6381839121.0,806740.0,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.hempplant.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
283,D — niski priorytet/wykluczyć,38,Hemp,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,hemp@hemp.pl,178443783,,,https://www.hemp.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.hemp.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
284,D — niski priorytet/wykluczyć,38,Glas Pak,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,logo-green-dark@2x.png,914182435,,,https://www.glas-pak.pl,,8561932969.0,,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.glas-pak.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
285,D — niski priorytet/wykluczyć,38,Flowrolls,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,info@flowrolls.pl,178161513,,,https://www.flowrolls.pl,,5252782453.0,774565.0,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.flowrolls.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
286,D — niski priorytet/wykluczyć,38,Fajowo,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,fajowo@fajowo.eu,407003443,,,https://www.fajowo.eu,,7822308319.0,512707.0,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.fajowo.eu,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
287,D — niski priorytet/wykluczyć,38,Fajkizbajki,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@fajkizbajki.pl,+48888807300,,,https://www.fajkizbajki.pl,,1132681658.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.fajkizbajki.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
288,D — niski priorytet/wykluczyć,38,Eirhealth,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,xxx@xxx.xxx,168082457,,,https://www.eirhealth.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.eirhealth.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
289,D — niski priorytet/wykluczyć,38,Drziolko,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,sklep@drziolko.pl,506 155 740,,,https://www.drziolko.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.drziolko.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
290,D — niski priorytet/wykluczyć,38,Domowauprawa,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,sklep@domowauprawa.pl,172500182,,,https://www.domowauprawa.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.domowauprawa.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
291,D — niski priorytet/wykluczyć,38,Cbdremedium,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@cbdremedium.pl,699 713 842,,,https://www.cbdremedium.pl,,6381758977.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.cbdremedium.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
292,D — niski priorytet/wykluczyć,38,Cbdking,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@cbdking.pl,+48728104685,,,https://www.cbdking.pl,,8992889830.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.cbdking.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
293,D — niski priorytet/wykluczyć,38,Cbdb2B,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@sativa-poland.pl,178443783,,,https://www.cbdb2b.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.cbdb2b.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
294,D — niski priorytet/wykluczyć,38,Cannabis Spot,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@cannabis-spot.pl,175805544,,,https://www.cannabis-spot.pl,,6342974613.0,833590.0,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.cannabis-spot.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
295,D — niski priorytet/wykluczyć,38,Biokonopia,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,info@biokonopia.pl,157682357,,,https://www.biokonopia.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.biokonopia.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
296,D — niski priorytet/wykluczyć,38,Aromi,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@aromi.com.pl,154036006,,,https://www.aromi.com.pl,,,,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.aromi.com.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
297,D — niski priorytet/wykluczyć,37,Joint Brothers,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Śląskie,Katowice,Nieustalona,,721 430 027,,,https://jointbrothers.eu,"ul. Klonowa 9/1, 40-074 Katowice",,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://jointbrothers.eu,
298,D — niski priorytet/wykluczyć,37,Bitlogic,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Lubuskie,Zielona Góra,Nieustalona,hurtownia@bitlogic.pl,,,,https://www.bitlogic.pl,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.bitlogic.pl,
299,D — niski priorytet/wykluczyć,37,Tabakeria / Avalons,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Detal/e-commerce,Nieustalony,Riga (Multiple Shopping Centres),Nieustalona,,,,,https://tabakeria.lv,,,,Akcesoria Tytoniowe | Tytoń,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://tabakeria.lv,Status źródłowy: Dostępny w katalogu
300,D — niski priorytet/wykluczyć,37,Klaipedoslam.lt,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://www.klaipedoslam.lt,,,,Nabijarki & Zwijarki | Tytoń,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.klaipedoslam.lt,Status źródłowy: Dostępny w katalogu
301,D — niski priorytet/wykluczyć,36,Procent 2.0,Sprzedawca detaliczny/e-commerce,S6 — Retail/e-commerce,Detal/e-commerce,Podlaskie,Białystok,Nieustalona,,515 323 153,,,,"Białystok, Sokólska 3a lok. 1",,,Tytoń,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Możliwość szybkiego testu sprzedaży internetowej.,,
302,D — niski priorytet/wykluczyć,35,Smooke.pl,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Detal/e-commerce,Mazowieckie,Warszawa,Nieustalona,,,,,,"al. Jana Pawła II 61/226, Warszawa",,,Akcesoria | Tytoń | Vape,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Dodano z final_turn_001.md; Potencjał: Niski | Status źródłowy: Niezweryfikowany
303,D — niski priorytet/wykluczyć,35,Lovikape,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Detal/e-commerce,Warmińsko-mazurskie,Ełk,Nieustalona,,,,,,"ul. Armii Krajowej 9 U11, 19-300 Ełk",,,Akcesoria | Tytoń | Vape,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Dodano z final_turn_001.md; Potencjał: Niski | Status źródłowy: Niezweryfikowany
304,D — niski priorytet/wykluczyć,33,Tabak Service International,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Pomorskie,Koszalin,Nieustalona,,,,,https://www.tabakinternational.pl,"ul. Zwycięstwa 327, 75-672 Koszalin",,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.tabakinternational.pl,
305,D — niski priorytet/wykluczyć,32,Vshub24,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,255 255 255,,,https://www.vshub24.com,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.vshub24.com,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
306,D — niski priorytet/wykluczyć,32,Naturecan,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,176484843,,,https://www.naturecan.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.naturecan.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
307,D — niski priorytet/wykluczyć,32,Mrcook,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,171698694,,,https://www.mrcook.pl,,6342932974.0,,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.mrcook.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
308,D — niski priorytet/wykluczyć,32,Hempmont,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,100459133,,,https://www.hempmont.pl,,8393082771.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.hempmont.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
309,D — niski priorytet/wykluczyć,32,77Pouches,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,178443757,,,https://www.77pouches.com,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.77pouches.com,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
310,D — niski priorytet/wykluczyć,31,Vapego,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Nieustalony,,Nieustalona,michael@vapego.pl,615769688,,,https://www.vapego.pl,,,,Vape & E-papierosy,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://www.vapego.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
311,D — niski priorytet/wykluczyć,31,Tabascovape,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@tabascovape.pl,999999999,,,https://www.tabascovape.pl,,,,Vape & E-papierosy,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://www.tabascovape.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
312,D — niski priorytet/wykluczyć,31,Wujo.pl,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://wujo.pl/brand/967-wujopl,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://wujo.pl/brand/967-wujopl,
313,D — niski priorytet/wykluczyć,31,TabakOnline.com,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://www.tabakonline.com/hurtownia-r8,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.tabakonline.com/hurtownia-r8,
314,D — niski priorytet/wykluczyć,31,Mercato Hurt,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://b2b.mercatohurt.pl/pl/page/o-nas,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://b2b.mercatohurt.pl/pl/page/o-nas,
315,D — niski priorytet/wykluczyć,31,Liquido,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://liquido.pl/strona/5-liquidy-hurt-hurtownia,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://liquido.pl/strona/5-liquidy-hurt-hurtownia,
316,D — niski priorytet/wykluczyć,31,IndorShop,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://indorshop.pl/kategoria/headshop,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://indorshop.pl/kategoria/headshop,
317,D — niski priorytet/wykluczyć,30,Premiumcigars,Partner cross-sell / kanał sąsiedni,S5 — Cygara i trafiki premium,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@premiumcigars.pl,166921423,,,https://www.premiumcigars.pl,,6762304405.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Premium trafiki i specjalistyczne punkty sprzedaży.,https://www.premiumcigars.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
318,D — niski priorytet/wykluczyć,30,Cygara24,Partner cross-sell / kanał sąsiedni,S5 — Cygara i trafiki premium,Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@cygara24.pl,130558-300,,,https://www.cygara24.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Premium trafiki i specjalistyczne punkty sprzedaży.,https://www.cygara24.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
319,D — niski priorytet/wykluczyć,28,Strefawapera,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.strefawapera.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.strefawapera.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
320,D — niski priorytet/wykluczyć,28,Royk,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.royk.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.royk.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
321,D — niski priorytet/wykluczyć,28,Hempking,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.hempking.eu,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.hempking.eu,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
322,D — niski priorytet/wykluczyć,28,Drv Distribution,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.drv-distribution.pl,,,,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.drv-distribution.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
323,D — niski priorytet/wykluczyć,28,Ckbiz,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.ckbiz.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.ckbiz.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
324,D — niski priorytet/wykluczyć,28,Bulkbong,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.bulkbong.com,,,,"Bibułki & Bletki | Headshop (Bonga, Shisha)",Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.bulkbong.com,Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny
325,D — niski priorytet/wykluczyć,24,Tabak Polska Sp. z o.o. (lista sklepów),Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://www.zyn.com/content/dam/wam/locale/poland/p5/sampling-offer/Za%C5,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.zyn.com/content/dam/wam/locale/poland/p5/sampling-offer/Za%C5,
326,D — niski priorytet/wykluczyć,24,TAKS Sp. z o.o.,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://www.taks.stg.pl/oferta/artykuly-tytoniowe-gdansk,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.taks.stg.pl/oferta/artykuly-tytoniowe-gdansk,
327,D — niski priorytet/wykluczyć,20,Cigarkoneser,Partner cross-sell / kanał sąsiedni,S5 — Cygara i trafiki premium,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.cigarkoneser.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Premium trafiki i specjalistyczne punkty sprzedaży.,https://www.cigarkoneser.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
328,D — niski priorytet/wykluczyć,0,BILLS Sp. z o.o. (marka Smoks),Wykluczyć — podmiot własny BILLS,"S1 — RYO/MYO, gilzy i nabijarki",Hurt ogólnopolski,Opolskie,Ostrzeszów,Duży,hurt@bills.pl,+48 62 586 07 38,,,https://powermatic.pl,"ul. Ignacego Daszyńskiego 31, 63-500 Ostrzeszów, Poland",,,Nabijarki & Zwijarki | Powermatic 150 manual injector | Powermatic I+ manual injector | Powermatic II electric injector | Powermatic IV automatic dispenser | Rdzeń systemu nabijarek,Wykluczony,BILLS — hurt@bills.pl,Nie kontaktować — rekord własny lub wykluczony,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://powermatic.pl,Nie potwierdzone | Status źródłowy: Dostępny w katalogu
329,C — weryfikacja i nurturing,80,STOPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,MALBORK,Mały,stopol@stopol.plnip,58 333 48 05,,,https://stopol.pl,"AL. WOJSKA POLSKIEGO 494-496, 82-200 MALBORK",5790006978,,"""OCB"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystrybu | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""OCB"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystrybu",https://stopol.pl/oferta/,Weryfikacja: VIES
330,C — weryfikacja i nurturing,80,Mascotte,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://www.mascotte.pl,,,,"""Mascotte"" (nabijarka OR maszynka OR gilzy) hurtownia OR dys | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Mascotte"" (nabijarka OR maszynka OR gilzy) hurtownia OR dys",https://www.mascotte.pl/,Weryfikacja: None
331,C — weryfikacja i nurturing,80,BENIAMIN BUGNO,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,BRZYSKA,Mały,brzyskabensonstrade.pl@gmail.comtel,+48 662 405 220,,,https://www.bensonstrade.pl,"BŁAŻKOWA 9, 38-212 BRZYSKA",6852336998,,"""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.bensonstrade.pl/produkt/nabijarka-maszynka-do-papierosow-elektryczna-gerui-2/,Weryfikacja: VIES
