region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
,Nieustalony,,,,PL-A-XX-013,B4,sstrzelec (Allegro),PL,,Polska (Sprzedawca Allegro),,,https://allegro.pl/uzytkownik/sstrzelec,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/sstrzelec,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Status źródłowy: Aktywny | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-015,B4,Allegro: zico_tabak,PL,,,,,https://allegro.pl/uzytkownik/zico_tabak,,,,,,,,hurtownik,Mascotte,Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/zico_tabak,,🟡🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Konto związane z trafiką, oferuje Mascotte, Guliwer. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-016,B4,Allegro: sstrzelec,PL,,,,,https://allegro.pl/uzytkownik/sstrzelec,,,,,,,,hurtownik,"Mascotte, OCB",Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/sstrzelec,,🟡🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Specjalistyczny sprzedawca z ofertą OCB Mikromatic, Mascotte, Kompan. Tysiące ocen, Super Sprzedawca. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-017,B4,Allegro: retoo,PL,,,,,https://allegro.pl/uzytkownik/retoo,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/retoo,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Duży sprzedawca użytkowy, tanie modele elektryczne. Duży wolumen, mniej branżowy. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-018,B4,Allegro: przykasowe,PL,,,,,https://allegro.pl/uzytkownik/przykasowe,,,,,,,,hurtownik,"Mascotte, Matteo",Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/przykasowe,,🟡🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Szeroki zestaw produktów Mascotte, Kompan, Matteo. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-020,B4,Allegro: eempire,PL,,,,,https://allegro.pl/uzytkownik/eempire,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/eempire,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Sprzedaje elektryczne i tłokowe urządzenia w cenie ~250 zł. Konkurent / reseller. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-021,B4,Allegro: dominikmarket,PL,,,,,https://allegro.pl/uzytkownik/dominikmarket,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/dominikmarket,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Wysoka sprzedaż jednej z nabijarek. Warto zbadać hurt/źródła. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-022,B4,Allegro: Weed4u,PL,,,,,https://allegro.pl/uzytkownik/Weed4u,,,,,,,,hurtownik,Mascotte,Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/Weed4u,,🟡🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Ręczne Mascotte i Kompan. Baza do upsellu na elektryki. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-023,B4,Allegro: NABIJARKI_pl,PL,,,,,https://allegro.pl/uzytkownik/NABIJARKI_pl,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/NABIJARKI_pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Profil specjalistyczny (standard, slim, superslim). | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-024,B4,Allegro: Flawonoid,PL,,,,,https://allegro.pl/uzytkownik/Flawonoid,,,,,,,,hurtownik,OCB,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/Flawonoid,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Oferuje kilka rodzajów nabijarek, w tym OCB Mikromatic. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-025,B4,Allegro: AnyTech_pl,PL,,,,,https://allegro.pl/uzytkownik/AnyTech_pl,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/AnyTech_pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Super Sprzedawca, nabijarki elektryczne tłokowe. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
SL,śląskie,województwo,,,PL-A-SL-003,B4,Trezo Sp. z o.o.,PL,Sosnowiec,"ul. Główna 26C, 41-215 Sosnowiec",,,https://trezo.com.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://trezo.com.pl,,🔴🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-026,B4,Promotorzy Sp. z o.o.,PL,Ogólnokrajowy,Poland (headquarters not publicly listed),,,https://promotorzy.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://promotorzy.pl,,🔴🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-027,B4,Huzark,PL,,Poland,,,https://huzark.com,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://huzark.com,,🔴🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-028,B4,Tobacchem,PL,,Poland,,,https://tobacchem.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://tobacchem.pl,,🔴🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Aktywny | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-029,B4,Twojabletka,PL,,,,,https://www.twojabletka.pl,,przemek@twojabletka.pl,164924462,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.twojabletka.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-030,B4,True Smoke,PL,,,,,https://www.true-smoke.com,,info@truesmoke.com,817583740,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.true-smoke.com,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-031,B4,Trafikanord,PL,,,,,https://www.trafikanord.pl,,sklep@trafikanord.pl,178443691,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.trafikanord.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-032,B4,Powermatic,PL,,,,,https://www.powermatic.store,,kontakt@armorica.pl,141941672,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.powermatic.store,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-033,B4,Nabijarka,PL,,,,,https://www.nabijarka.pl,,biuro@prima-tech.pl,+48 663 726 600,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.nabijarka.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-034,B4,Minesota,PL,,,,,https://www.minesota.eu,,l.pluta@minesota.eu,164570187,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.minesota.eu,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-036,B4,Internetowa Hurtownia,PL,,,,,https://www.internetowa-hurtownia.pl,,zamowienia@internetowa-hurtownia.pl,177633312,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.internetowa-hurtownia.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-037,B4,Hurt Mix,PL,,,,,https://www.hurt-mix.com.pl,,j@email.com,175831442,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.hurt-mix.com.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-038,B4,Gilzygama,PL,,,,,https://www.gilzygama.pl,,office.gama.plus@gmail.com,283973595,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.gilzygama.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-048,B4,Vapeempire,PL,,,,,https://www.vapeempire.pl,,,172346997,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.vapeempire.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=44 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-049,B4,Smoks,PL,,,,,https://www.smoks.pl,,,867778659,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.smoks.pl,,🔍 🔍,"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=44 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-051,B4,Mascotte,PL,,,,,https://www.mascotte.pl,,,,,,,,hurtownik,Mascotte,Mascotte,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.mascotte.pl/,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Mascotte"" (nabijarka OR maszynka OR gilzy) hurtownia OR dys | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-053,B4,Marki,PL,,32-100 | Proszowice,,,https://www.hitelektro.pl,,kontakt@hitelektro.pltel,,,,,,hurtownik,Gerui,Gerui,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.hitelektro.pl/producers.php,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-054,B4,160L – AIR CHAMP PRO,PL,Świdnik,"21-040 Świdnik, Polska",,,https://www.ironman4x4.pl,,biuro@ironman4x4.pl,81 440 64 25,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.ironman4x4.pl/160l-air-champ-pro/,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-055,B4,Francja - MachineryZone,PL,,,,,https://www.machineryzone.pl,,,,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.machineryzone.pl/pros/list/1-francja_auvergne-rhone-alpes.html,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-056,B4,WYŁĄCZNIK PŁYWAKOWY CHAMP 2 - 5 M KAB. Doepke ...,PL,,95-044,,,https://e-domus.com.pl,,sklep@e-domus.com.pl,,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://e-domus.com.pl/narzedzia-i-mierniki/pompy/wylacznik-plywakowy-champ-2-5-m-kab-doepke-dn-09921006,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-057,B4,Katalog profesjonalistów rolniczych - strona 2,PL,,,,,https://www.agriaffaires.pl,,,,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.agriaffaires.pl/pros/list/2-francja_bretagne/a-dealer-dystrybutor.html,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-058,B4,"Champ-Richer szampon dla psów puszysta sierść, 250 ml",PL,,,,,https://www.drmax.pl,,,,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.drmax.pl/champ-richer-champion-szampon-puszysta-siersc-250-ml,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-060,B4,Helikopter do skręcania z narzędziami,PL,Łódź,90-447 Łódź,,,https://korob.pl,,info@korob.plkorob.pl,,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://korob.pl/product-pol-544515-Helikopter-do-skrecania-z-narzedziami.html,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,,,,,PL-A-XX-061,B4,Publiczność wybrała Inter-Vax,PL,Żnin,"ul. Dworcowa 29, 88-400 Żnin",,,https://www.inter-vax.pl,,autoserwis@inter-vax.pl,668 319 615,,,,,hurtownik,Champ,Champ,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.inter-vax.pl/index.php/aktualnosci/266-publicznosc-wybrala-inter-vax.html,,🟡🔍 🔍,"orig_uzasadnienie: Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | orig_uwagi: Weryfikacja: None | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=80 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
